produto;classificao_produto;id_produto;nom_municipio;cod_ibge;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
MANTEIGA                 ;NÃO INFORMADO       ;8626;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2025;11;VAREJO                                                      ;69,05
MANTEIGA                 ;NÃO INFORMADO       ;8626;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2025;11;VAREJO                                                      ;70,21
MANTEIGA                 ;NÃO INFORMADO       ;8626;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2025;12;VAREJO                                                      ;59,11
MANTEIGA                 ;NÃO INFORMADO       ;8626;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2025;12;VAREJO                                                      ;62,16
MANTEIGA                 ;NÃO INFORMADO       ;8626;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2025;12;VAREJO                                                      ;53,35
MANTEIGA                 ;NÃO INFORMADO       ;8626;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2025;12;VAREJO                                                      ;59,38
MANTEIGA                 ;NÃO INFORMADO       ;8626;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2025;12;VAREJO                                                      ;58,09
MANTEIGA                 ;NÃO INFORMADO       ;8626;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2025;12;VAREJO                                                      ;71,42
MANTEIGA                 ;NÃO INFORMADO       ;8626;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;55,42
MANTEIGA                 ;NÃO INFORMADO       ;8626;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2025;12;VAREJO                                                      ;65,12
MANTEIGA                 ;NÃO INFORMADO       ;8626;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;52,19
MANTEIGA                 ;NÃO INFORMADO       ;8626;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;12;VAREJO                                                      ;60,9
MANTEIGA                 ;NÃO INFORMADO       ;8626;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2025;12;VAREJO                                                      ;41,31
MANTEIGA                 ;NÃO INFORMADO       ;8626;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;67,84
MANTEIGA                 ;NÃO INFORMADO       ;8626;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;68,69
MANTEIGA                 ;NÃO INFORMADO       ;8626;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;12;VAREJO                                                      ;61,39
MANTEIGA                 ;NÃO INFORMADO       ;8626;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2025;12;VAREJO                                                      ;66,75
MANTEIGA                 ;NÃO INFORMADO       ;8626;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2025;12;VAREJO                                                      ;62,22
MANTEIGA                 ;NÃO INFORMADO       ;8626;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2025;12;VAREJO                                                      ;65,66
MANTEIGA                 ;NÃO INFORMADO       ;8626;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2025;12;VAREJO                                                      ;54,22
MANTEIGA                 ;NÃO INFORMADO       ;8626;RIO DE JANEIRO-RJ                                 ;3304557                       ;RJ        ;SUDESTE        ;2025;12;VAREJO                                                      ;72,07
MANTEIGA                 ;NÃO INFORMADO       ;8626;NATAL-RN                                          ;2408102                       ;RN        ;NORDESTE       ;2025;12;VAREJO                                                      ;63,35
MANTEIGA                 ;NÃO INFORMADO       ;8626;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2025;12;VAREJO                                                      ;48,44
MANTEIGA                 ;NÃO INFORMADO       ;8626;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE          ;2025;12;VAREJO                                                      ;66,53
MANTEIGA                 ;NÃO INFORMADO       ;8626;PORTO ALEGRE-RS                                   ;4314902                       ;RS        ;SUL            ;2025;12;VAREJO                                                      ;66,76
MANTEIGA                 ;NÃO INFORMADO       ;8626;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2025;12;VAREJO                                                      ;66,43
MANTEIGA                 ;NÃO INFORMADO       ;8626;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2025;12;VAREJO                                                      ;46,71
MANTEIGA                 ;NÃO INFORMADO       ;8626;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2025;12;VAREJO                                                      ;68,0
MANTEIGA                 ;NÃO INFORMADO       ;8626;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2025;12;VAREJO                                                      ;69,47
MANTEIGA                 ;NÃO INFORMADO       ;8626;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;1;VAREJO                                                      ;58,0
MANTEIGA                 ;NÃO INFORMADO       ;8626;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;1;VAREJO                                                      ;64,04
MANTEIGA                 ;NÃO INFORMADO       ;8626;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;1;VAREJO                                                      ;54,9
MANTEIGA                 ;NÃO INFORMADO       ;8626;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;1;VAREJO                                                      ;60,13
MANTEIGA                 ;NÃO INFORMADO       ;8626;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;1;VAREJO                                                      ;56,22
MANTEIGA                 ;NÃO INFORMADO       ;8626;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;1;VAREJO                                                      ;71,62
MANTEIGA                 ;NÃO INFORMADO       ;8626;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;1;VAREJO                                                      ;55,39
MANTEIGA                 ;NÃO INFORMADO       ;8626;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;1;VAREJO                                                      ;63,17
MANTEIGA                 ;NÃO INFORMADO       ;8626;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;1;VAREJO                                                      ;53,7
