ano_agricola;safra;uf;produto;id_produto;id_levantamento;dsc_levantamento;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
2020/21             ;UNICA          ;PB;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1.5;1.1;0.7
2020/21             ;UNICA          ;PI;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;9.6;25.3;2.6
2020/21             ;UNICA          ;PR;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.8;1.5;1.9
2020/21             ;UNICA          ;RN;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.3;0.7;2.3
2020/21             ;UNICA          ;RO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;8.1;18.6;2.3
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 007;7º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 008;8º LEV              ;0;0;0
2020/21             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 009;9º LEV              ;0;0;0
2020/21             ;UNICA          ;SP;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;4.7;11.4;2.4
2020/21             ;UNICA          ;TO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;7.1;14.6;2.1
2021/22             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.5;0.7;1.4
2021/22             ;UNICA          ;BA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;307.7;780.8;2.5
2021/22             ;UNICA          ;CE;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;2.3;2.5;1.1
2021/22             ;UNICA          ;GO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;27.1;66.4;2.4
2021/22             ;UNICA          ;MA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;27.2;85;3.1
2021/22             ;UNICA          ;MG;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;29.4;66.4;2.3
2021/22             ;UNICA          ;MS;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;25.8;70.6;2.7
2021/22             ;UNICA          ;MT;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1140.1;2541.3;2.2
2021/22             ;UNICA          ;PB;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1.2;0.7;0.6
2021/22             ;UNICA          ;PI;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;15.6;36.3;2.3
2021/22             ;UNICA          ;PR;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1.2;2.3;1.9
2021/22             ;UNICA          ;RN;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.3;0.7;2.3
2021/22             ;UNICA          ;RO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;8.1;19.6;2.4
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 007;7º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 008;8º LEV              ;0;0;0
2021/22             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 009;9º LEV              ;0;0;0
2021/22             ;UNICA          ;SP;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;8.5;20.2;2.4
2021/22             ;UNICA          ;TO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;5.4;14;2.6
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 007;7º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 008;8º LEV              ;0;0;0
2022/23             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 009;9º LEV              ;0;0;0
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;0;0;0
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;0;0.7;0
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;0.5;0.7;1.4
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;0.5;0.8;1.6
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;0.5;0.4;0.8
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;0.5;0.4;0.8
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;0.5;0.4;0.8
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;0.5;0.4;0.8
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 007;7º LEV              ;0.5;0.4;0.8
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 008;8º LEV              ;0;0.4;0
2022/23             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 009;9º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 007;7º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 008;8º LEV              ;0;0;0
2022/23             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 009;9º LEV              ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;0;0;0
2022/23             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;0;0;0
